VariableName,Code,CodeCategory,CodeType,Description,CareSetting,MinimumGap,MaximumGap
Primary malignancy,C83.80,DX,10,"Other non-follicular lymphoma, unspecified site",NA,,
Primary malignancy,C83.81,DX,10,"Other non-follicular lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.82,DX,10,"Other non-follicular lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.83,DX,10,"Other non-follicular lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.84,DX,10,"Other non-follicular lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.85,DX,10,"Other non-follicular lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.86,DX,10,"Other non-follicular lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.87,DX,10,"Other non-follicular lymphoma, spleen",NA,,
Primary malignancy,C83.88,DX,10,"Other non-follicular lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.89,DX,10,"Other non-follicular lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C83.90,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, unspecified site",NA,,
Primary malignancy,C83.91,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C83.92,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C83.93,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C83.94,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C83.95,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C83.96,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C83.97,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, spleen",NA,,
Primary malignancy,C83.98,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C83.99,DX,10,"Non-follicular (diffuse) lymphoma, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C84.00,DX,10,"Mycosis fungoides, unspecified site",NA,,
Primary malignancy,C84.01,DX,10,"Mycosis fungoides, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.02,DX,10,"Mycosis fungoides, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.03,DX,10,"Mycosis fungoides, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.04,DX,10,"Mycosis fungoides, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.05,DX,10,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.06,DX,10,"Mycosis fungoides, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.07,DX,10,"Mycosis fungoides, spleen",NA,,
Primary malignancy,C84.08,DX,10,"Mycosis fungoides, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.09,DX,10,"Mycosis fungoides, extranodal and solid organ sites",NA,,
Primary malignancy,C84.10,DX,10,"Sezary disease, unspecified site",NA,,
Primary malignancy,C84.11,DX,10,"Sezary disease, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.12,DX,10,"Sezary disease, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.13,DX,10,"Sezary disease, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.14,DX,10,"Sezary disease, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.15,DX,10,"Sezary disease, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.16,DX,10,"Sezary disease, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.17,DX,10,"Sezary disease, spleen",NA,,
Primary malignancy,C84.18,DX,10,"Sezary disease, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.19,DX,10,"Sezary disease, extranodal and solid organ sites",NA,,
Primary malignancy,C84.40,DX,10,"Peripheral T-cell lymphoma, not classified, unspecified site",NA,,
Primary malignancy,C84.41,DX,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.42,DX,10,"Peripheral T-cell lymphoma, not classified, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.43,DX,10,"Peripheral T-cell lymphoma, not classified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.44,DX,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.45,DX,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.46,DX,10,"Peripheral T-cell lymphoma, not classified, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.47,DX,10,"Peripheral T-cell lymphoma, not classified, spleen",NA,,
Primary malignancy,C84.48,DX,10,"Peripheral T-cell lymphoma, not classified, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.49,DX,10,"Peripheral T-cell lymphoma, not classified, extranodal and solid organ sites",NA,,
Primary malignancy,C84.60,DX,10,"Anaplastic large cell lymphoma, ALK-positive, unspecified site",NA,,
Primary malignancy,C84.61,DX,10,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.62,DX,10,"Anaplastic large cell lymphoma, ALK-positive, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.63,DX,10,"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.64,DX,10,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.65,DX,10,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.66,DX,10,"Anaplastic large cell lymphoma, ALK-positive, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.67,DX,10,"Anaplastic large cell lymphoma, ALK-positive, spleen",NA,,
Primary malignancy,C84.68,DX,10,"Anaplastic large cell lymphoma, ALK-positive, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.69,DX,10,"Anaplastic large cell lymphoma, ALK-positive, extranodal and solid organ sites",NA,,
Primary malignancy,C84.70,DX,10,"Anaplastic large cell lymphoma, ALK-negative, unspecified site",NA,,
Primary malignancy,C84.71,DX,10,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.72,DX,10,"Anaplastic large cell lymphoma, ALK-negative, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.73,DX,10,"Anaplastic large cell lymphoma, ALK-negative, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.74,DX,10,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.75,DX,10,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.76,DX,10,"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.77,DX,10,"Anaplastic large cell lymphoma, ALK-negative, spleen",NA,,
Primary malignancy,C84.78,DX,10,"Anaplastic large cell lymphoma, ALK-negative, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.79,DX,10,"Anaplastic large cell lymphoma, ALK-negative, extranodal and solid organ sites",NA,,
Primary malignancy,C84.90,DX,10,"Mature T/NK-cell lymphomas, unspecified, unspecified site",NA,,
Primary malignancy,C84.91,DX,10,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.92,DX,10,"Mature T/NK-cell lymphomas, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.93,DX,10,"Mature T/NK-cell lymphomas, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.94,DX,10,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.95,DX,10,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.96,DX,10,"Mature T/NK-cell lymphomas, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.97,DX,10,"Mature T/NK-cell lymphomas, unspecified, spleen",NA,,
Primary malignancy,C84.98,DX,10,"Mature T/NK-cell lymphomas, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.99,DX,10,"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C84.A0,DX,10,"Cutaneous T-cell lymphoma, unspecified, unspecified site",NA,,
Primary malignancy,C84.A1,DX,10,"Cutaneous T-cell lymphoma, unspecified lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.A2,DX,10,"Cutaneous T-cell lymphoma, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.A3,DX,10,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.A4,DX,10,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.A5,DX,10,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.A6,DX,10,"Cutaneous T-cell lymphoma, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.A7,DX,10,"Cutaneous T-cell lymphoma, unspecified, spleen",NA,,
Primary malignancy,C84.A8,DX,10,"Cutaneous T-cell lymphoma, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.A9,DX,10,"Cutaneous T-cell lymphoma, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C84.Z0,DX,10,"Other mature T/NK-cell lymphomas, unspecified site",NA,,
Primary malignancy,C84.Z1,DX,10,"Other mature T/NK-cell lymphomas, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C84.Z2,DX,10,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes",NA,,
Primary malignancy,C84.Z3,DX,10,"Other mature T/NK-cell lymphomas, intra-abdominal lymph nodes",NA,,
Primary malignancy,C84.Z4,DX,10,"Other mature T/NK-cell lymphomas, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C84.Z5,DX,10,"Other mature T/NK-cell lymphomas, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C84.Z6,DX,10,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes",NA,,
Primary malignancy,C84.Z7,DX,10,"Other mature T/NK-cell lymphomas, spleen",NA,,
Primary malignancy,C84.Z8,DX,10,"Other mature T/NK-cell lymphomas, lymph nodes of multiple sites",NA,,
Primary malignancy,C84.Z9,DX,10,"Other mature T/NK-cell lymphomas, extranodal and solid organ sites",NA,,
Primary malignancy,C85.10,DX,10,"Unspecified B-cell lymphoma, unspecified site",NA,,
Primary malignancy,C85.11,DX,10,"Unspecified B-cell lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C85.12,DX,10,"Unspecified B-cell lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C85.13,DX,10,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C85.14,DX,10,"Unspecified B-cell lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C85.15,DX,10,"Unspecified B-cell lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C85.16,DX,10,"Unspecified B-cell lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C85.17,DX,10,"Unspecified B-cell lymphoma, spleen",NA,,
Primary malignancy,C85.18,DX,10,"Unspecified B-cell lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C85.19,DX,10,"Unspecified B-cell lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C85.20,DX,10,"Mediastinal (thymic) large B-cell lymphoma, unspecified site",NA,,
Primary malignancy,C85.21,DX,10,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C85.22,DX,10,"Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C85.23,DX,10,"Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C85.24,DX,10,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C85.25,DX,10,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C85.26,DX,10,"Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C85.27,DX,10,"Mediastinal (thymic) large B-cell lymphoma, spleen",NA,,
Primary malignancy,C85.28,DX,10,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C85.29,DX,10,"Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C85.80,DX,10,"Other specified types of non-Hodgkin lymphoma, unspecified site",NA,,
Primary malignancy,C85.81,DX,10,"Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C85.82,DX,10,"Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",NA,,
Primary malignancy,C85.83,DX,10,"Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",NA,,
Primary malignancy,C85.84,DX,10,"Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C85.85,DX,10,"Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C85.86,DX,10,"Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",NA,,
Primary malignancy,C85.87,DX,10,"Other specified types of non-Hodgkin lymphoma, spleen",NA,,
Primary malignancy,C85.88,DX,10,"Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites",NA,,
Primary malignancy,C85.89,DX,10,"Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",NA,,
Primary malignancy,C85.90,DX,10,"Non-Hodgkin lymphoma, unspecified, unspecified site",NA,,
Primary malignancy,C85.91,DX,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck",NA,,
Primary malignancy,C85.92,DX,10,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes",NA,,
Primary malignancy,C85.93,DX,10,"Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes",NA,,
Primary malignancy,C85.94,DX,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb",NA,,
Primary malignancy,C85.95,DX,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb",NA,,
Primary malignancy,C85.96,DX,10,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes",NA,,
Primary malignancy,C85.97,DX,10,"Non-Hodgkin lymphoma, unspecified, spleen",NA,,
Primary malignancy,C85.98,DX,10,"Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites",NA,,
Primary malignancy,C85.99,DX,10,"Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites",NA,,
Primary malignancy,C86.0,DX,10,"Extranodal NK/T-cell lymphoma, nasal type",NA,,
Primary malignancy,C86.1,DX,10,Hepatosplenic T-cell lymphoma,NA,,
Primary malignancy,C86.2,DX,10,Enteropathy-type (intestinal) T-cell lymphoma,NA,,
Primary malignancy,C86.3,DX,10,Subcutaneous panniculitis-like T-cell lymphoma,NA,,
Primary malignancy,C86.4,DX,10,Blastic NK-cell lymphoma,NA,,
Primary malignancy,C86.5,DX,10,Angioimmunoblastic T-cell lymphoma,NA,,
Primary malignancy,C86.6,DX,10,Primary cutaneous CD30-positive T-cell proliferations,NA,,
Primary malignancy,C88.0,DX,10,Waldenstrom macroglobulinemia,NA,,
Primary malignancy,C88.2,DX,10,Heavy chain disease,NA,,
Primary malignancy,C88.3,DX,10,Immunoproliferative small intestinal disease,NA,,
Primary malignancy,C88.4,DX,10,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],NA,,
Primary malignancy,C88.8,DX,10,Other malignant immunoproliferative diseases,NA,,
Primary malignancy,C88.9,DX,10,"Malignant immunoproliferative disease, unspecified",NA,,
Primary malignancy,C90.00,DX,10,Multiple myeloma not having achieved remission,NA,,
Primary malignancy,C90.02,DX,10,Multiple myeloma in relapse,NA,,
Primary malignancy,C90.10,DX,10,Plasma cell leukemia not having achieved remission,NA,,
Primary malignancy,C90.12,DX,10,Plasma cell leukemia in relapse,NA,,
Primary malignancy,C90.20,DX,10,Extramedullary plasmacytoma not having achieved remission,NA,,
Primary malignancy,C90.22,DX,10,Extramedullary plasmacytoma in relapse,NA,,
Primary malignancy,C90.30,DX,10,Solitary plasmacytoma not having achieved remission,NA,,
Primary malignancy,C90.32,DX,10,Solitary plasmacytoma in relapse,NA,,
Primary malignancy,C91.00,DX,10,Acute lymphoblastic leukemia not having achieved remission,NA,,
Primary malignancy,C91.02,DX,10,"Acute lymphoblastic leukemia, in relapse",NA,,
Primary malignancy,C91.10,DX,10,Chronic lymphocytic leukemia of B-cell type not having achieved remission,NA,,
Primary malignancy,C91.12,DX,10,Chronic lymphocytic leukemia of B-cell type in relapse,NA,,
Primary malignancy,C91.30,DX,10,Prolymphocytic leukemia of B-cell type not having achieved remission,NA,,
Primary malignancy,C91.32,DX,10,"Prolymphocytic leukemia of B-cell type, in relapse",NA,,
Primary malignancy,C91.40,DX,10,Hairy cell leukemia not having achieved remission,NA,,
Primary malignancy,C91.41,DX,10,"Hairy cell leukemia, in remission",NA,,
Primary malignancy,C91.42,DX,10,"Hairy cell leukemia, in relapse",NA,,
Primary malignancy,C91.50,DX,10,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,NA,,
Primary malignancy,C91.52,DX,10,"Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapse",NA,,
Primary malignancy,C91.60,DX,10,Prolymphocytic leukemia of T-cell type not having achieved remission,NA,,
Primary malignancy,C91.62,DX,10,"Prolymphocytic leukemia of T-cell type, in relapse",NA,,
Primary malignancy,C91.90,DX,10,"Lymphoid leukemia, unspecified not having achieved remission",NA,,
Primary malignancy,C91.92,DX,10,"Lymphoid leukemia, unspecified, in relapse",NA,,
Primary malignancy,C91.A0,DX,10,Mature B-cell leukemia Burkitt-type not having achieved remission,NA,,
Primary malignancy,C91.A2,DX,10,"Mature B-cell leukemia Burkitt-type, in relapse",NA,,
Primary malignancy,C91.Z0,DX,10,Other lymphoid leukemia not having achieved remission,NA,,
Primary malignancy,C91.Z2,DX,10,"Other lymphoid leukemia, in relapse",NA,,
Primary malignancy,C92.00,DX,10,"Acute myeloblastic leukemia, not having achieved remission",NA,,
Primary malignancy,C92.02,DX,10,"Acute myeloblastic leukemia, in relapse",NA,,
Primary malignancy,C92.10,DX,10,"Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission",NA,,
Primary malignancy,C92.12,DX,10,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse",NA,,
Primary malignancy,C92.20,DX,10,"Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission",NA,,
Primary malignancy,C92.22,DX,10,"Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse",NA,,
Primary malignancy,C92.30,DX,10,"Myeloid sarcoma, not having achieved remission",NA,,
Primary malignancy,C92.32,DX,10,"Myeloid sarcoma, in relapse",NA,,
Primary malignancy,C92.40,DX,10,"Acute promyelocytic leukemia, not having achieved remission",NA,,
Primary malignancy,C92.42,DX,10,"Acute promyelocytic leukemia, in relapse",NA,,
Primary malignancy,C92.50,DX,10,"Acute myelomonocytic leukemia, not having achieved remission",NA,,
Primary malignancy,C92.52,DX,10,"Acute myelomonocytic leukemia, in relapse",NA,,
Primary malignancy,C92.60,DX,10,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,NA,,
Primary malignancy,C92.62,DX,10,Acute myeloid leukemia with 11q23-abnormality in relapse,NA,,
Primary malignancy,C92.90,DX,10,"Myeloid leukemia, unspecified, not having achieved remission",NA,,
Primary malignancy,C92.92,DX,10,"Myeloid leukemia, unspecified in relapse",NA,,
Primary malignancy,C92.A0,DX,10,"Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",NA,,
Primary malignancy,C92.A2,DX,10,"Acute myeloid leukemia with multilineage dysplasia, in relapse",NA,,
Primary malignancy,C92.Z0,DX,10,Other myeloid leukemia not having achieved remission,NA,,
Primary malignancy,C92.Z2,DX,10,"Other myeloid leukemia, in relapse",NA,,
Primary malignancy,C93.00,DX,10,"Acute monoblastic/monocytic leukemia, not having achieved remission",NA,,
Primary malignancy,C93.02,DX,10,"Acute monoblastic/monocytic leukemia, in relapse",NA,,
Primary malignancy,C93.10,DX,10,Chronic myelomonocytic leukemia not having achieved remission,NA,,
Primary malignancy,C93.12,DX,10,"Chronic myelomonocytic leukemia, in relapse",NA,,
Primary malignancy,C93.30,DX,10,"Juvenile myelomonocytic leukemia, not having achieved remission",NA,,
Primary malignancy,C93.32,DX,10,"Juvenile myelomonocytic leukemia, in relapse",NA,,
Primary malignancy,C93.90,DX,10,"Monocytic leukemia, unspecified, not having achieved remission",NA,,
Primary malignancy,C93.92,DX,10,"Monocytic leukemia, unspecified in relapse",NA,,
Primary malignancy,C93.Z0,DX,10,"Other monocytic leukemia, not having achieved remission",NA,,
Primary malignancy,C93.Z2,DX,10,"Other monocytic leukemia, in relapse",NA,,
Primary malignancy,C94.00,DX,10,"Acute erythroid leukemia, not having achieved remission",NA,,
Primary malignancy,C94.02,DX,10,"Acute erythroid leukemia, in relapse",NA,,
Primary malignancy,C94.20,DX,10,Acute megakaryoblastic leukemia not having achieved remission,NA,,
Primary malignancy,C94.22,DX,10,"Acute megakaryoblastic leukemia, in relapse",NA,,
Primary malignancy,C94.30,DX,10,Mast cell leukemia not having achieved remission,NA,,
Primary malignancy,C94.32,DX,10,"Mast cell leukemia, in relapse",NA,,
Primary malignancy,C94.40,DX,10,Acute panmyelosis with myelofibrosis not having achieved remission,NA,,
Primary malignancy,C94.42,DX,10,"Acute panmyelosis with myelofibrosis, in relapse",NA,,
Primary malignancy,C94.6,DX,10,"Myelodysplastic disease, not classified",NA,,
Primary malignancy,C94.80,DX,10,Other specified leukemias not having achieved remission,NA,,
Primary malignancy,C94.82,DX,10,"Other specified leukemias, in relapse",NA,,
Primary malignancy,C95.00,DX,10,Acute leukemia of unspecified cell type not having achieved remission,NA,,
Primary malignancy,C95.02,DX,10,"Acute leukemia of unspecified cell type, in relapse",NA,,
Primary malignancy,C95.10,DX,10,Chronic leukemia of unspecified cell type not having achieved remission,NA,,
Primary malignancy,C95.12,DX,10,"Chronic leukemia of unspecified cell type, in relapse",NA,,
Primary malignancy,C95.90,DX,10,"Leukemia, unspecified not having achieved remission",NA,,
Primary malignancy,C95.92,DX,10,"Leukemia, unspecified, in relapse",NA,,
Primary malignancy,C96.0,DX,10,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,NA,,
Primary malignancy,C96.20,DX,10,"Malignant mast cell neoplasm, unspecified",NA,,
Primary malignancy,C96.21,DX,10,Aggressive systemic mastocytosis,NA,,
Primary malignancy,C96.22,DX,10,Mast cell sarcoma,NA,,
Primary malignancy,C96.29,DX,10,Other malignant mast cell neoplasm,NA,,
Primary malignancy,C96.4,DX,10,Sarcoma of dendritic cells (accessory cells),NA,,
Primary malignancy,C96.5,DX,10,Multifocal and unisystemic Langerhans-cell histiocytosis,NA,,
Primary malignancy,C96.6,DX,10,Unifocal Langerhans-cell histiocytosis,NA,,
Primary malignancy,C96.9,DX,10,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",NA,,
Primary malignancy,C96.A,DX,10,Histiocytic sarcoma,NA,,
Primary malignancy,C96.Z,DX,10,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",NA,,
